id,name,description,customAttrs,licenseIds
cmfft1jfc05ilglv3cyl6k3fk,Fresh Task Test Product 1757619118442,"Fresh product created by Task Creation Test Suite at 9/11/2025, 3:31:58 PM - Ensures 100% available weight capacity","{""createdBy"":""TaskTestSuite"",""timestamp"":1757619118442,""testCreated"":true,""freshProduct"":true}",[]
cmfft26pg05ioglv394j4wxw6,Fresh Task Test Product 1757619148620,"Fresh product created by Task Creation Test Suite at 9/11/2025, 3:32:28 PM - Ensures 100% available weight capacity","{""createdBy"":""TaskTestSuite"",""timestamp"":1757619148620,""testCreated"":true,""freshProduct"":true}","[""cmfft26r705iwglv30afldpab""]"
cmfft27iq05k5glv3xvl6lxo3,Fresh Task Test Product 1757619149678,"Fresh product created by Task Creation Test Suite at 9/11/2025, 3:32:29 PM - Ensures 100% available weight capacity","{""createdBy"":""TaskTestSuite"",""timestamp"":1757619149678,""testCreated"":true,""freshProduct"":true}","[""cmfft27k805kdglv3fmyuiw6a""]"
cmfft28a705lmglv3wphfvmnc,Fresh Task Test Product 1757619150670,"Fresh product created by Task Creation Test Suite at 9/11/2025, 3:32:30 PM - Ensures 100% available weight capacity","{""createdBy"":""TaskTestSuite"",""timestamp"":1757619150670,""testCreated"":true,""freshProduct"":true}","[""cmfft28bm05luglv39f5iofvc""]"
cmfft3lm605n3glv3hqkp4sf1,Single Task Product 1757619214569,Product for isolation testing: Single Task Product,"{""timestamp"":1757619214569,""testCreated"":true,""isolationTest"":true}","[""cmfft3lnh05n7glv3aewyv4yp""]"
cmfft3los05neglv37lxd4otj,Sequential Tasks Product 1757619214728,Product for isolation testing: Sequential Tasks Product,"{""timestamp"":1757619214728,""testCreated"":true,""isolationTest"":true}","[""cmfft3lp905niglv37nv3l97l""]"
cmfft3lt305nxglv3v74qt5zo,Environment Product 1 1757619214883,Product for isolation testing: Environment Product 1,"{""timestamp"":1757619214883,""testCreated"":true,""isolationTest"":true}","[""cmfft3ltl05o1glv3slbmze0w""]"
cmfft3lty05o4glv3o858bcms,Environment Product 2 1757619214915,Product for isolation testing: Environment Product 2,"{""timestamp"":1757619214915,""testCreated"":true,""isolationTest"":true}","[""cmfft3lug05o8glv3i13up4wx""]"
cmfft3lut05obglv357rn0qoy,Environment Product 3 1757619214946,Product for isolation testing: Environment Product 3,"{""timestamp"":1757619214946,""testCreated"":true,""isolationTest"":true}","[""cmfft3lv705ofglv3osffhfej""]"
cmfft3lz805oqglv380r39bvx,Rapid Succession Product 1757619215105,Product for isolation testing: Rapid Succession Product,"{""timestamp"":1757619215105,""testCreated"":true,""isolationTest"":true}","[""cmfft3lzn05ouglv3huxguk7v""]"
cmfft5g6k05p9glv34zxz2brw,Single Task Product 1757619300836,Product for isolation testing: Single Task Product,"{""timestamp"":1757619300836,""testCreated"":true,""isolationTest"":true}","[""cmfft5g8605pdglv3t9m4v2iv""]"
cmfft5g9y05pkglv31mf7x6i4,Sequential Tasks Product 1757619301025,Product for isolation testing: Sequential Tasks Product,"{""timestamp"":1757619301025,""testCreated"":true,""isolationTest"":true}","[""cmfft5gag05poglv32rcktxxu""]"
cmfft5gdw05q3glv30n6r3hxm,Environment Product 1 1757619301166,Product for isolation testing: Environment Product 1,"{""timestamp"":1757619301166,""testCreated"":true,""isolationTest"":true}","[""cmfft5gei05q7glv371t0w0s8""]"
cmfft5gf105qaglv3xr0xssto,Environment Product 2 1757619301209,Product for isolation testing: Environment Product 2,"{""timestamp"":1757619301209,""testCreated"":true,""isolationTest"":true}","[""cmfft5gfk05qeglv3otxg4h3m""]"
cmfft5gg805qhglv3y29ngi2j,Environment Product 3 1757619301250,Product for isolation testing: Environment Product 3,"{""timestamp"":1757619301250,""testCreated"":true,""isolationTest"":true}","[""cmfft5ggv05qlglv3t1b2m6m7""]"
cmfft5gng05qwglv3twqlyrch,Rapid Succession Product 1757619301511,Product for isolation testing: Rapid Succession Product,"{""timestamp"":1757619301511,""testCreated"":true,""isolationTest"":true}","[""cmfft5go505r0glv33v858q6z""]"
cmfft91t305rfglv3zgf027sl,Basic Test Product Iter1 1757619468799,Cumulative testing product for iteration 1,{},"[""cmfft91uh05rjglv3ci1awwpb""]"
cmfft91w705rqglv33dgnu11p,Multi Task Product Iter1 1757619469010,Cumulative testing product for iteration 1,{},"[""cmfft91ws05ruglv3eiw37dz0""]"
cmfft91zr05s9glv3cvdqol31,Rapid Product Iter1 1757619469138,Cumulative testing product for iteration 1,{},"[""cmfft920h05sdglv3ebja91uj""]"
cmfft92u105smglv3ahi9t3ue,Basic Test Product Iter2 1757619470228,Cumulative testing product for iteration 2,{},"[""cmfft92uh05sqglv36afjvkgx""]"
cmfft92vn05sxglv3e0xyglbo,Multi Task Product Iter2 1757619470287,Cumulative testing product for iteration 2,{},"[""cmfft92w305t1glv387ep6mc7""]"
cmfft92yc05tgglv3tpj6a9vv,Rapid Product Iter2 1757619470385,Cumulative testing product for iteration 2,{},"[""cmfft92yq05tkglv33gza0i14""]"
cmfft93rg05tvglv3xxh1w1nu,Basic Test Product Iter3 1757619471433,Cumulative testing product for iteration 3,{},"[""cmfft93rw05tzglv3cm5hvvte""]"
cmfft93su05u6glv3ygtryj5y,Multi Task Product Iter3 1757619471482,Cumulative testing product for iteration 3,{},"[""cmfft93t805uaglv3u8w2mifc""]"
cmfft93vb05upglv3upgbshik,Rapid Product Iter3 1757619471573,Cumulative testing product for iteration 3,{},"[""cmfft93vq05utglv3magtztv9""]"
cmfft94oh05v4glv3xvgqoky5,Basic Test Product Iter4 1757619472621,Cumulative testing product for iteration 4,{},"[""cmfft94ov05v8glv38yagd3si""]"
cmfft94pt05vfglv3ipay3bcm,Multi Task Product Iter4 1757619472670,Cumulative testing product for iteration 4,{},"[""cmfft94q605vjglv3dua9vsnm""]"
cmfft94s005vyglv38x83q0be,Rapid Product Iter4 1757619472750,Cumulative testing product for iteration 4,{},"[""cmfft94sc05w2glv3mnk8qbqv""]"
cmfft95lf05wdglv3cnxg42ly,Basic Test Product Iter5 1757619473808,Cumulative testing product for iteration 5,{},"[""cmfft95m005whglv3u0u85d22""]"
cmfft95n105woglv3lc8iwf56,Multi Task Product Iter5 1757619473866,Cumulative testing product for iteration 5,{},"[""cmfft95nf05wsglv33bw60rcb""]"
cmfft95po05x7glv3u0twg3nk,Rapid Product Iter5 1757619473961,Cumulative testing product for iteration 5,{},"[""cmfft95q105xbglv33kr3w5kg""]"
cmfft9eos05xmglv3kfg4e4mc,Fresh Task Test Product 1757619485562,"Fresh product created by Task Creation Test Suite at 9/11/2025, 3:38:05 PM - Ensures 100% available weight capacity","{""createdBy"":""TaskTestSuite"",""timestamp"":1757619485562,""testCreated"":true,""freshProduct"":true}","[""cmfft9eq005xuglv347vyxqm2""]"
cmfftawcf05yzglv3png7fba5,Standalone Product STANDALONE 1757619555054,Testing product for STANDALONE execution,{},"[""cmfftawdv05z3glv3jp2l6vsr""]"
cmfftawhj05zmglv35rfot2c6,Standalone Rapid Product STANDALONE 1757619555316,Testing product for STANDALONE execution,{},"[""cmfftawi405zqglv3e20o11ae""]"
cmfftaxbb0601glv3d619y8zn,Comprehensive Product 1 COMPREHENSIVE 1757619556386,Testing product for COMPREHENSIVE execution,{},"[""cmfftaxbt0605glv3gcice837""]"
cmfftaxdf060cglv3b2m1j8ie,Comprehensive Product 2 COMPREHENSIVE 1757619556464,Testing product for COMPREHENSIVE execution,{},"[""cmfftaxe1060gglv3hgz7s2mj""]"
cmfftaxf8060nglv3s0danlax,Comprehensive Product 3 COMPREHENSIVE 1757619556529,Testing product for COMPREHENSIVE execution,{},"[""cmfftaxfu060rglv39mvdahkq""]"
cmfftaxhb060yglv38iocks3w,Comprehensive Product 4 COMPREHENSIVE 1757619556603,Testing product for COMPREHENSIVE execution,{},"[""cmfftaxhw0612glv3hcbkiga0""]"
cmfftaxjl0619glv3a9e8wblf,Comprehensive Sequential Product COMPREHENSIVE 1757619556686,Testing product for COMPREHENSIVE execution,{},"[""cmfftaxjy061dglv3crvzjvky""]"
cmfftaxmg061sglv36dbt9vbj,Comprehensive Rapid Product COMPREHENSIVE 1757619556790,Testing product for COMPREHENSIVE execution,{},"[""cmfftaxn2061wglv3u4phpj5f""]"
cmfftcvpj0000glkgd9lqya3c,Standalone Product STANDALONE 1757619647466,Testing product for STANDALONE execution,{},"[""cmfftcvv10004glkg8wlhebe1""]"
cmfftcvz1000nglkgom03q9rl,Standalone Rapid Product STANDALONE 1757619647961,Testing product for STANDALONE execution,{},"[""cmfftcvzh000rglkggdv06s1t""]"
cmfftcwt3000yglkg6vfk63vw,Comprehensive Product 1 COMPREHENSIVE 1757619649041,Testing product for COMPREHENSIVE execution,{},"[""cmfftcwtq0012glkgtzh8f2co""]"
cmfftcwv10019glkgbvkhjw71,Comprehensive Product 2 COMPREHENSIVE 1757619649114,Testing product for COMPREHENSIVE execution,{},"[""cmfftcwvj001dglkg4ud5j24x""]"
cmfftcwwj001kglkgd8thvypt,Comprehensive Product 3 COMPREHENSIVE 1757619649167,Testing product for COMPREHENSIVE execution,{},"[""cmfftcwx0001oglkg499gdjd2""]"
cmfftcwxy001vglkgjyrnr75e,Comprehensive Product 4 COMPREHENSIVE 1757619649218,Testing product for COMPREHENSIVE execution,{},"[""cmfftcwye001zglkg1edbgiq4""]"
cmfftcwzd0026glkgatduxv9f,Comprehensive Sequential Product COMPREHENSIVE 1757619649270,Testing product for COMPREHENSIVE execution,{},"[""cmfftcwzv002aglkgo7afgppe""]"
cmfftcx27002pglkgney0l41g,Comprehensive Rapid Product COMPREHENSIVE 1757619649372,Testing product for COMPREHENSIVE execution,{},"[""cmfftcx2l002tglkg35d9oco1""]"
cmfftcx65003eglkg5c9obixm,Comprehensive Complex Product COMPREHENSIVE 1757619649514,Testing product for COMPREHENSIVE execution,{},"[""cmfftcx6q003iglkgkpnc7u95""]"
cmfftd41t0045glkg9qkp9xdo,Basic Test Product Iter1 1757619658353,Cumulative testing product for iteration 1,{},"[""cmfftd4380049glkg8rlpleoy""]"
cmfftd44e004gglkggwmgtawo,Multi Task Product Iter1 1757619658522,Cumulative testing product for iteration 1,{},"[""cmfftd44u004kglkgov4fou8m""]"
cmfftd476004zglkgmzrjp020,Rapid Product Iter1 1757619658621,Cumulative testing product for iteration 1,{},"[""cmfftd47n0053glkglijcf516""]"
cmfftd58n005oglkg1eyxwtn3,Basic Test Product Iter2 1757619659971,Cumulative testing product for iteration 2,{},"[""cmfftd59j005sglkgwyaqqqhn""]"
cmfftd5aw005zglkgstwejbig,Multi Task Product Iter2 1757619660053,Cumulative testing product for iteration 2,{},"[""cmfftd5bd0063glkgb6pws5lj""]"
cmfftd5dy006iglkgi3nkmp84,Rapid Product Iter2 1757619660163,Cumulative testing product for iteration 2,{},"[""cmfftd5ee006mglkg65fdjzd8""]"
cmfftd6bj0077glkgsjptmz6w,Basic Test Product Iter3 1757619661372,Cumulative testing product for iteration 3,{},"[""cmfftd6bz007bglkgpykrnrgi""]"
cmfftd6d4007iglkgvzw7mdji,Multi Task Product Iter3 1757619661428,Cumulative testing product for iteration 3,{},"[""cmfftd6dk007mglkg1g434rio""]"
cmfftd6g00081glkgeu3ykhjc,Rapid Product Iter3 1757619661533,Cumulative testing product for iteration 3,{},"[""cmfftd6gh0085glkgzswzgst3""]"
cmfftd7dd008qglkg8ip6t1lv,Basic Test Product Iter4 1757619662733,Cumulative testing product for iteration 4,{},"[""cmfftd7dy008uglkg0048v33w""]"
cmfftd7f40091glkg6guggn24,Multi Task Product Iter4 1757619662796,Cumulative testing product for iteration 4,{},"[""cmfftd7fr0095glkgihpgrgpe""]"
cmfftd7il009kglkgz3c3ugzl,Rapid Product Iter4 1757619662923,Cumulative testing product for iteration 4,{},"[""cmfftd7j3009oglkgw8qtromr""]"
cmfftd8fv00a9glkgk9ojruma,Basic Test Product Iter5 1757619664119,Cumulative testing product for iteration 5,{},"[""cmfftd8g800adglkgtnb4dsq2""]"
cmfftd8h900akglkggy4ep51u,Multi Task Product Iter5 1757619664169,Cumulative testing product for iteration 5,{},"[""cmfftd8hp00aoglkgzin6lken""]"
cmfftd8ke00b3glkgwpvbylau,Rapid Product Iter5 1757619664282,Cumulative testing product for iteration 5,{},"[""cmfftd8kw00b7glkg8s8dqwu4""]"
cmfftdeaa00bqglkgh1zun7ux,Fresh Task Test Product 1757619671652,"Fresh product created by Task Creation Test Suite at 9/11/2025, 3:41:11 PM - Ensures 100% available weight capacity","{""createdBy"":""TaskTestSuite"",""timestamp"":1757619671652,""testCreated"":true,""freshProduct"":true}","[""cmfftdebr00byglkg98ret2r8""]"
cmfftejo70091glw6c0kfcl1k,E-Commerce Platform - EDITED - EDITED,Complete online shopping solution with advanced features [UPDATED by GUI Test Studio at 3:42:25 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing. [UPDATED by GUI Test Studio at 3:54:41 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""version"":""v2.0"",""editedBy"":""GUI Test Studio"",""editCount"":2,""lastEdited"":""2025-09-11T19:54:41.452Z"",""editTimestamp"":1757620481452,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmfftejzg009hglw6rpmwizbs"",""cmfftek07009lglw6ixc6syne"",""cmfftek15009pglw6sxsl0szc""]"
cmfftejtk0094glw6ojloobgf,Mobile Banking Application,Secure mobile banking app with biometric authentication,{},"[""cmfftek26009tglw6d55icnlg"",""cmfftek3a009xglw69v6v3axy"",""cmfftek4500a1glw6eqfam6ge""]"
cmfftejvz0097glw6ulj3ox88,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},"[""cmfftek5500a5glw615lqe660"",""cmfftek6c00a9glw6pcfnbxh4"",""cmfftek7f00adglw6z33n5so6""]"
cmfftejxh009aglw694ol88r8,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},"[""cmfftek8900ahglw6wcq015b3"",""cmfftek9a00alglw6wffhcnp8"",""cmfftekac00apglw6otghuc4p""]"
cmfftejyh009dglw6vp4xjvk3,Healthcare Management System,Complete healthcare management solution with compliance features,{},"[""cmfftekbk00atglw6gjdatpl2"",""cmfftekcw00axglw609f8vk87"",""cmffteke200b1glw6k7nhab1u""]"
cmffteyk100j0glw62j7do6cw,Test Product 1757619743363,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T19:42:23.363Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffteymw00j8glw6vfc8a05o"",""cmffteyoo00jcglw6zswpspm1"",""cmffteyq600jgglw6s4sq1vul""]"
cmfftjbja00jtglw61o7zhizt,Fresh Task Test Product 1757619948037,"Fresh product created by Task Creation Test Suite at 9/11/2025, 3:45:48 PM - Ensures 100% available weight capacity","{""createdBy"":""TaskTestSuite"",""timestamp"":1757619948037,""testCreated"":true,""freshProduct"":true}","[""cmfftjbkl00k1glw6hts27urj""]"
cmfftlmxq00laglw6wb3ulb9y,Sequence Test Product 1757620056069,Testing sequence number management,{},"[""cmfftlmyy00leglw623jys7r8""]"
cmfftnh0c0000glh4db9n50pv,Sequence Test Product 1757620141599,Testing sequence number management,{},"[""cmfftnh6k0004glh4cyeoex37""]"
cmffto2fx0000gllwws323207,Sequence Test Product 1757620169399,Testing sequence number management,{},"[""cmffto2lz0004gllwet9x3e1x""]"
cmfftoiqy0000glqpt9xy8os0,Sequence Test Product 1757620190545,Testing sequence number management,{},"[""cmfftoiwq0004glqpyxcgd7q2""]"
cmfftpkv1001rglqpzoxq4hsy,Reorder Test Product 1757620240017,Testing sequence reordering,{},"[""cmfftpkw9001vglqpjko5cr5z""]"
cmfftq6cy0000gl3j11i2k5w9,Reorder Test Product 1757620267805,Testing sequence reordering,{},"[""cmfftq6ip0004gl3j4kbqlyxr""]"
cmfftqdob000tgl3jpeg43p1j,Fresh Task Test Product 1757620277400,"Fresh product created by Task Creation Test Suite at 9/11/2025, 3:51:17 PM - Ensures 100% available weight capacity","{""createdBy"":""TaskTestSuite"",""timestamp"":1757620277400,""testCreated"":true,""freshProduct"":true}","[""cmfftqdpr0011gl3jg8dv2nti""]"
cmfftqndi002agl3jfowmniwp,Sequence Test Product 1757620289935,Testing sequence number management,{},"[""cmfftqneu002egl3j7g2odcj2""]"
cmfftszv9003xgljtbgpkeeod,E-Commerce Platform - EDITED,Complete online shopping solution with advanced features [UPDATED by GUI Test Studio at 3:55:35 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""version"":""v1.0"",""editedBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T19:55:35.623Z"",""editTimestamp"":1757620535623,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmfftt023004dgljt2j1897vh"",""cmfftt037004hgljtiyssvtxz"",""cmfftt03t004lgljtfv419s8k""]"
cmfftszzr0040gljts6fde6ce,Mobile Banking Application,Secure mobile banking app with biometric authentication,{},"[""cmfftt04e004pgljtvb2k25ig"",""cmfftt051004tgljtmrwxuag1"",""cmfftt05s004xgljt4ca750tt""]"
cmfftt00g0043gljtu3uzznoa,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},"[""cmfftt0690051gljtwcdsuxee"",""cmfftt06y0055gljt5hpgs92x"",""cmfftt07m0059gljt0mmlw9d3""]"
cmfftt00y0046gljtlib4sm39,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},"[""cmfftt08b005dgljt7wh94j81"",""cmfftt08v005hgljtywuyv1qy"",""cmfftt09h005lgljt8alw26pk""]"
cmfftt01h0049gljt2u90tpeu,Healthcare Management System,Complete healthcare management solution with compliance features,{},"[""cmfftt0a9005pgljtvgynpfrw"",""cmfftt0c8005tgljty7bxvhuh"",""cmfftt0dt005xgljtzuvqs9nq""]"
cmfftupwd00dwgljtifc03n61,Test Product 1757620478390,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T19:54:38.390Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmfftuq1x00e4gljtqch7vz9s"",""cmfftuq4e00e8gljt23k2bpjo"",""cmfftuq6b00ecgljtpjmyhaml""]"
cmfftvd6000epgljt6747wdsy,Test Product 1757620508521,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T19:55:08.521Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmfftvd9b00exgljt8pyj2l9b"",""cmfftvdbn00f1gljthxy959rj"",""cmfftvde300f5gljtn2vd86a4""]"
cmfftvvxn00fhgljtyrbwzrlb,Test Product 1757620532850,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T19:55:32.850Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmfftvw0q00fpgljtkfaymhoh"",""cmfftvw2g00ftgljtcy63vznk"",""cmfftvw4j00fxgljtuubro20o""]"
cmfftxji800hugljtp7yhmard,E-Commerce Platform,Complete online shopping solution with advanced features,{},"[""cmfftxjnu00iagljtxjii5t70"",""cmfftxjou00iegljt96v82rhj"",""cmfftxjpt00iigljtyac61s3i""]"
cmfftxjj700hxgljtwe29zjp4,Mobile Banking Application,Secure mobile banking app with biometric authentication,{},"[""cmfftxjqx00imgljtec7f8lli"",""cmfftxjry00iqgljt313iwizw"",""cmfftxjss00iugljtk6oupeou""]"
cmfftxjkb00i0gljtbc976qfd,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},"[""cmfftxjtb00iygljtna43r3t5"",""cmfftxjtv00j2gljtlb8rgbks"",""cmfftxjuh00j6gljtefgg7080""]"
cmfftxjlo00i3gljt4989fanx,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},"[""cmfftxjv600jagljt0v9ciyal"",""cmfftxjvm00jegljt4vb6k6c6"",""cmfftxjw600jigljt83lvdzcb""]"
cmfftxjmj00i6gljtvryv9jng,Healthcare Management System,Complete healthcare management solution with compliance features,{},"[""cmfftxjwr00jmgljtspjr7cu6"",""cmfftxjx700jqgljtti3s0rg8"",""cmfftxjxt00jugljtr4u9lk5o""]"
cmffty25h00rtgljtcoin3gtr,Test Product 1757620634211,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T19:57:14.211Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffty29w00s1gljtni616zfu"",""cmffty2c800s5gljth6fxup53"",""cmffty2ed00s9gljttqep111f""]"
cmffu2fju00slgljtubag0b6p,Fresh Task Test Product 1757620839686,"Fresh product created by Task Creation Test Suite at 9/11/2025, 4:00:39 PM - Ensures 100% available weight capacity","{""createdBy"":""TaskTestSuite"",""timestamp"":1757620839686,""testCreated"":true,""freshProduct"":true}","[""cmffu2fn400stgljtfn1k6w29""]"
cmffus8an00w4gljtd4rkldpn,E-Commerce Platform - EDITED - EDITED - EDITED - EDITED - EDITED,Complete online shopping solution with advanced features [UPDATED by GUI Test Studio at 4:20:54 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing. [UPDATED by GUI Test Studio at 4:21:33 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing. [UPDATED by GUI Test Studio at 4:23:25 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing. [UPDATED by GUI Test Studio at 4:23:53 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing. [UPDATED by GUI Test Studio at 4:27:15 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""version"":""v5.0"",""editedBy"":""GUI Test Studio"",""editCount"":5,""lastEdited"":""2025-09-11T20:27:15.531Z"",""editTimestamp"":1757622435531,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffus8fh00wkgljtkjq59bei"",""cmffus8gi00wogljtufe29fzr"",""cmffus8hk00wsgljtqy99jh2e""]"
cmffus8br00w7gljtoowypwjb,Mobile Banking Application,Secure mobile banking app with biometric authentication,{},"[""cmffus8if00wwgljtuakpfa0a"",""cmffus8j200x0gljt6w027mav"",""cmffus8jl00x4gljtsuf0x3xd""]"
cmffus8cs00wagljt8e4zenmd,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},"[""cmffus8k600x8gljtw0ofzgkn"",""cmffus8l200xcgljt3ixobouc"",""cmffus8lu00xggljtqhc8u0rl""]"
cmffus8dk00wdgljt0gnslrbq,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},"[""cmffus8ml00xkgljt84v36f7h"",""cmffus8n300xogljt7xjmvnt3"",""cmffus8nr00xsgljtra6gpscf""]"
cmffus8eg00wggljtqq48jjpq,Healthcare Management System,Complete healthcare management solution with compliance features,{},"[""cmffus8oi00xwgljt1r4qirss"",""cmffus8p800y0gljt899v3th1"",""cmffus8pr00y4gljtvevxns3l""]"
cmffusfsq014vgljt878k4nsm,Test Product 1757622051838,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T20:20:51.838Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffusfwo0153gljtlcsphg5e"",""cmffusfyb0157gljt8nwumrg6"",""cmffusg0a015bgljt3smiy7jh""]"
cmffuta5z015mgljt0ha15hso,Test Product 1757622091189,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T20:21:31.189Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffuta8p015ugljt5te2zelm"",""cmffutaa7015ygljtoabjtg0a"",""cmffutabx0162gljt92iw0fzb""]"
cmffuvoa7016dgljthab3v40o,Test Product 1757622202797,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T20:23:22.797Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffuvocr016lgljthsqwnk6z"",""cmffuvoea016pgljt0g08xii8"",""cmffuvog2016tgljtcfmvt63x""]"
cmffuwa4q0174gljtlrfvsae4,Test Product 1757622231117,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T20:23:51.117Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffuwa79017cgljt7vwp8l50"",""cmffuwa91017ggljti7r2dhkz"",""cmffuwaaq017kgljtm7lk2309""]"
cmffv0ayw0197gljtop3j3lnn,E-Commerce Platform,Complete online shopping solution with advanced features,"{""version"":""v1.0"",""editedBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T20:27:47.790Z"",""editTimestamp"":1757622467790,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffv0b3u019ngljtyaidlqxm"",""cmffv0b53019rgljtorfeta35"",""cmffv0b69019vgljthmojbx2a""]"
cmffv0azl019agljtcpov1k9a,Mobile Banking Application,Secure mobile banking app with biometric authentication,{},"[""cmffv0b78019zgljt02d1udr9"",""cmffv0b7t01a3gljtaayhooc9"",""cmffv0b8f01a7gljtignp27ra""]"
cmffv0b0q019dgljtq0fe0yq6,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},"[""cmffv0b9001abgljtv5wxabjf"",""cmffv0b9n01afgljtsys3i3s7"",""cmffv0ba801ajgljt4cl5rv94""]"
cmffv0b1q019ggljt25qzexks,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},"[""cmffv0bap01angljth6fyfhka"",""cmffv0bbb01argljt37uv3fk3"",""cmffv0bbx01avgljtfevtefgg""]"
cmffv0b2p019jgljtwg85v6es,Healthcare Management System,Complete healthcare management solution with compliance features,{},"[""cmffv0bd801azgljt45vbto3k"",""cmffv0be901b3gljtiz3d8zci"",""cmffv0bfk01b7gljt253mg5m2""]"
cmffv0lo701j6gljtn8r8t7ls,Test Product 1757622432409,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T20:27:12.409Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffv0lu701jegljtxy3p794j"",""cmffv0lvz01jigljt218e2fsw"",""cmffv0lxs01jmgljtr5f0p8eq""]"
cmffv1aql01jzgljtkzjdxvc3,Test Product 1757622465157,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T20:27:45.157Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffv1auu01k7gljt351vlqub"",""cmffv1awl01kbgljtopk797bp"",""cmffv1ay601kfgljtcg8wo9ht""]"
cmfg5ml07001mglzwuxkhcdaw,E-Commerce Platform,Complete online shopping solution with advanced features,{},[]
cmfg5ml0y001pglzw635r66vc,Mobile Banking Application,Secure mobile banking app with biometric authentication,{},[]
cmfg5ml1q001sglzwcre5fhhq,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},[]
cmfg5ml2p001vglzw7pu8ldlw,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},[]
cmfg5ml3l001yglzwchxvyxsi,Healthcare Management System,Complete healthcare management solution with compliance features,{},[]
